,Value,abc,Abc,aBc,abC,ABc,AbC,aBC,ABC,vA_A,vB_A,vC_A,B_mult,C_mult
170,0.52767235,0.178757075,0.041492629,0.142845989,0.062680734,0.164834026,0.246202482,0.00593914,0.157247925,1,0.369758982,0.266347952,0.620980336,0.790478288
171,0.542679711,0.002302204,0.124592806,0.261504134,0.228273567,0.019103858,0.132316029,0.133736711,0.098170692,1,0.739726981,0.67944461,0.175258527,0.917621635
172,0.598751657,0.069374112,0.202383811,0.212794746,0.071970996,0.033344677,0.107625328,0.126447909,0.176058421,1,0.984755504,0.092342248,0.532596822,0.783880862
173,0.426205114,0.045566357,0.034154863,0.198910396,0.23437722,0.04556789,0.319794457,0.069434726,0.052194092,1,0.802470077,0.296890358,0.291250255,0.893158564
174,0.541596951,0.09845095,0.05017232,0.164849925,0.15539294,0.031867657,0.190517549,0.182140239,0.126608421,1,0.726159685,0.844901545,0.073460411,0.365945848
175,0.778744406,0.211696082,0.118309984,0.015622446,0.099389977,0.216876646,0.164837665,0.022635958,0.150631242,1,0.87760562,0.563723845,0.266716679,0.043011165
176,0.412924384,0.010711008,0.066670842,0.052018654,0.215488831,0.02279864,0.060087998,0.267772043,0.304451985,1,0.232543781,0.277992467,0.943133014,0.345237219
177,0.71349293,0.308487152,0.00030856,0.058205804,0.054635078,0.027376288,0.260504858,0.188827849,0.101654411,1,0.95444557,0.822519437,0.79701087,0.866273653
178,0.44300701,0.146030597,0.074394454,0.177677661,0.006332115,0.190790701,0.170539826,0.155993668,0.078240977,1,0.420390405,0.088235597,0.631469209,0.68187718
179,0.431858475,0.196710701,0.228925921,0.223101693,0.08522455,0.010478172,0.210262112,0.01536515,0.0299317,1,0.084326446,0.70254444,0.737620355,0.036773099
180,0.52148844,0.146548128,0.157350041,0.154443796,0.139221074,0.146930852,0.106350565,0.091309647,0.057845896,1,0.942372644,0.62161164,0.462696253,0.37090342
181,0.663738062,0.015764594,0.021792429,0.204839265,0.163175437,0.233451109,0.062463178,0.203775405,0.094738583,1,0.68588971,0.840860367,0.714993038,0.187613746
182,0.476386523,0.124720502,0.225492279,0.199697588,0.055458896,0.172911631,0.050627074,0.128260631,0.042831401,1,0.517597904,0.243158586,0.911401981,0.02616759
183,0.394608708,0.153171925,0.189892681,0.179506305,0.101843293,0.148308949,0.020188483,0.06553313,0.141555233,1,0.083580955,0.568809295,0.192518418,0.698861837
184,0.096324113,0.248192345,0.028866176,0.333588436,0.069785345,0.068498905,0.068066682,0.172694855,0.010307256,1,0.125720888,0.811118457,0.253824534,0.008460311
185,0.601260711,0.153394649,0.096149722,0.212140501,0.096313008,0.150609149,0.072430427,0.172194362,0.046768181,1,0.918499957,0.625692229,0.800322283,0.839082773
186,0.288811919,0.217538432,0.132894047,0.103722447,0.100162284,0.010738908,0.032931782,0.254624022,0.147388079,1,0.450856381,0.244876375,0.786536367,0.27437228
187,0.495071224,0.070629317,0.190628167,0.266069463,0.02394718,0.333870829,0.00330273,0.076593484,0.03495883,1,0.357630599,0.669884257,0.314180334,0.966356281
188,0.419658428,0.243469006,0.257209101,0.002890125,0.15431851,0.095156557,0.087669383,0.079701487,0.079585831,1,0.062311024,0.445416488,0.70937183,0.889377794
189,0.404508505,0.160654673,0.10935835,0.038549095,0.060268121,0.043005648,0.257673797,0.239532624,0.090957693,1,0.13159662,0.272802076,0.45604085,0.907889116
190,0.331802455,0.12333527,0.085215142,0.147438453,0.119735984,0.067144496,0.164103015,0.190525581,0.102502058,1,0.289348931,0.393757651,0.359373569,0.060867928
191,0.605019117,0.201660604,0.266656349,0.012318874,0.041012288,0.290588375,0.081336693,0.002702349,0.103724469,1,0.225070942,0.603803419,0.881680029,0.724869667
192,0.284133593,0.115942355,0.04306821,0.168986723,0.174809293,0.15697806,0.073274823,0.160109603,0.106830933,1,0.084071826,0.491106689,0.942726811,0.145733224
193,0.94821027,0.02628254,0.098881163,0.019754297,0.18653256,0.230714383,0.19258571,0.069807205,0.175442141,1,0.777095155,0.856533027,0.335544622,0.357249132
194,0.621145866,0.120353361,0.052840613,0.170380593,0.134337986,0.179883237,0.12137026,0.083384117,0.137449833,1,0.489051948,0.768767851,0.627262143,0.754789728
195,0.543287011,0.145815107,0.185279357,0.169713099,0.132975969,0.008874939,0.107652377,0.081646039,0.168043114,1,0.605943503,0.646233148,0.722416601,0.469955068
196,0.482572624,0.317387408,0.038002308,0.181897786,0.071912804,0.217103185,0.067884205,0.052861235,0.052951068,1,0.91942584,0.422754993,0.637417276,0.677110371
197,0.649748737,0.039183224,0.238798694,0.081136044,0.066227802,0.21367957,0.060253861,0.197069234,0.103651571,1,0.238374489,0.841629962,0.940862603,0.556510855
198,0.898453874,0.178357678,0.253016943,0.001729883,0.003548489,0.058699659,0.273129661,0.008902609,0.222615078,1,0.966171062,0.483029794,0.325343558,0.598174135
199,0.919200993,0.075527797,0.186240246,0.034370062,0.033241986,0.045130791,0.165199891,0.242775138,0.217514089,1,0.568079099,0.909581749,0.762484731,0.12038507
200,0.820467564,0.040561374,0.226021388,0.250738678,0.09798497,0.04031842,0.037901527,0.041337905,0.265135738,1,0.718661045,0.771490481,0.875659925,0.739116279
201,0.362124072,0.173544916,0.002074691,0.088304818,0.154078272,0.145670831,0.177265372,0.103153221,0.155907879,1,0.261006437,0.138259494,0.639772011,0.974491392
202,0.233529998,0.226231958,0.123134634,0.043798456,0.182767532,0.062734965,0.120229907,0.185302308,0.05580024,1,0.382085211,0.069149789,0.725187138,0.6154291
203,0.568614109,0.164926171,0.13671409,0.182316801,0.100055868,0.100601368,0.115438748,0.072119097,0.127827856,1,0.785517727,0.408966189,0.832270214,0.772046639
204,0.595032298,0.187290995,0.054067773,0.087548106,0.007555316,0.172331215,0.235460462,0.117822391,0.137923742,1,0.796776055,0.094707362,0.085742417,0.529534816
205,0.343729032,0.112559487,0.073185836,0.206383208,0.254265006,0.055882719,0.103609269,0.112058822,0.082055653,1,0.14051302,0.605774847,0.682041473,0.84824644
206,0.958174047,0.088141885,0.043487097,0.186868947,0.126622765,0.06400991,0.179768016,0.080672522,0.230428858,1,0.741124385,0.983335492,0.560588583,0.962875369
207,0.607472495,0.148293278,0.030982151,0.211710802,0.143929211,0.248700252,0.103531562,0.027693607,0.085159137,1,0.808981249,0.058723794,0.933246697,0.617011995
208,0.885091419,0.031627525,0.173723292,0.132020549,0.061319498,0.174530557,0.098513938,0.183281089,0.144983552,1,0.987845362,0.632913253,0.621090152,0.693992715
209,0.54121036,0.108860093,0.174555709,0.222365879,0.072921326,0.164965167,0.061223678,0.060417747,0.134690401,1,0.547275354,0.221178779,0.858694375,0.071781372
210,0.556671286,0.087131899,0.000578528,0.172250096,0.24366291,0.141842199,0.116186157,0.117411525,0.120936685,1,0.89895595,0.239321732,0.910978134,0.312809404
211,0.578883738,0.133348033,0.123897496,0.228073185,0.112635701,0.180612645,0.010310706,0.011883316,0.199238917,1,0.639436803,0.02367804,0.802234782,0.173950598
212,0.931603088,0.102013197,0.087396546,0.07689001,0.025003495,0.011021961,0.27327478,0.156880981,0.267519029,1,0.939952747,0.686398114,0.417996827,0.116819776
213,0.664730969,0.077173866,0.157117467,0.158017235,0.188706096,0.152724826,0.211931935,0.00417734,0.050151236,1,0.870586947,0.975820139,0.175061641,0.125116977
214,0.555844536,0.049092529,0.058316268,0.197901306,0.118135073,0.194484902,0.158670687,0.03574848,0.187650755,1,0.284748601,0.466134071,0.092320293,0.18367373
215,0.945917508,0.059166344,0.193433537,0.102480341,0.193187444,0.146998372,0.100762513,0.001049511,0.202921937,1,0.854188974,0.875941588,0.653524144,0.910285002
216,0.832938444,0.051617177,0.033997376,0.087279228,0.028575261,0.251983355,0.313368625,0.054995655,0.178183324,1,0.029686362,0.690340815,0.238328702,0.766672669
217,0.460562082,0.022098581,0.243832548,0.105890563,0.245386955,0.034662106,0.058975784,0.086416414,0.202737049,1,0.604360642,0.013904015,0.297445418,0.476063623
218,0.580845865,0.150549859,0.224130398,0.061824141,0.220263089,0.145057443,0.105066472,0.006777003,0.086331594,1,0.521417332,0.933506221,0.333208136,0.40050447
219,0.494316917,0.159432073,0.17209589,0.119734657,0.132810064,0.132344679,0.034941055,0.120311166,0.128330417,1,0.496042351,0.725885205,0.728758632,0.376064721
220,0.476650713,0.07798312,0.008032341,0.198050579,0.074844836,0.174511746,0.055754339,0.153234376,0.257588662,1,0.08082601,0.660040734,0.062269992,0.318710883
221,0.445667102,0.093724227,0.070804289,0.239157557,0.147472393,0.029187069,0.158302749,0.207221611,0.054130105,1,0.823335799,0.250310402,0.927554629,0.621984869
222,0.321664123,0.195429963,0.08059582,0.225620713,0.181913885,0.054040516,0.000200626,0.08334981,0.178848667,1,0.416226623,0.706490349,0.645362321,0.275939058
223,0.62702879,0.032866446,0.179470483,0.065471332,0.127264326,0.034683949,0.125365927,0.229157195,0.205720342,1,0.493604485,0.500157735,0.663405258,0.679928599
224,0.465717048,0.108353718,0.160563679,0.229397518,0.113847029,0.026367687,0.183733525,0.085718019,0.092018824,1,0.795399106,0.222627262,0.725576149,0.801308816
225,0.484405502,0.129128703,0.130130154,0.012720595,0.150610568,0.006202014,0.162719974,0.259182879,0.149305113,1,0.561570553,0.642489655,0.334888832,0.277542371
226,0.622760966,0.159035554,0.192063676,0.149947278,0.095190524,0.0922068,0.186238895,0.057632656,0.067684616,1,0.726597252,0.892723884,0.605521991,0.52525305
227,0.367110277,0.128936209,0.0313755,0.255163671,0.215774759,0.086522038,0.262296372,0.01506847,0.004862982,1,0.259736159,0.65637588,0.23609305,0.201812386
228,0.710899405,0.064297025,0.228718924,0.094067852,0.059222021,0.131339045,0.062458913,0.17432715,0.185569071,1,0.774572715,0.178297153,0.850565797,0.454587819
229,0.378209777,0.11050584,0.206780416,0.050863368,0.026176364,0.002157052,0.028537397,0.295430807,0.279548755,1,0.237057394,0.07024758,0.629012739,0.445041574
230,0.534434498,0.044481639,0.243910396,0.085679675,0.040723091,0.163458608,0.175155148,0.223517713,0.023073728,1,0.224705498,0.423944154,0.014106642,0.975971714
231,0.473164518,0.078227837,0.128574266,0.019171912,0.186184098,0.016710006,0.084721791,0.245533001,0.240877089,1,0.88263252,0.008587552,0.036083217,0.121912435
232,0.492609085,0.028586368,0.063348335,0.130993546,0.141474877,0.051544162,0.265123386,0.172263862,0.146665462,1,0.690985336,0.297447869,0.038068886,0.200240466
233,0.958347063,0.149963108,0.153540315,0.004533094,0.036825197,0.225896372,0.054203406,0.127636733,0.247401775,1,0.693237351,0.817582111,0.905633348,0.546711423
234,0.42209472,0.186858508,0.176345701,0.101821474,0.147458678,0.056175424,0.10541706,0.146246409,0.079676746,1,0.170100526,0.997615974,0.678981474,0.161998647
235,0.578862953,0.111881043,0.145253122,0.157762127,0.125269756,0.103923798,0.069436648,0.119175796,0.16729771,1,0.860540164,0.145356049,0.686167212,0.246288277
236,0.684324138,0.237361941,0.049312573,0.061857744,0.203720487,0.075110363,0.262531439,0.070720307,0.039385145,1,0.467906768,0.999780269,0.971621276,0.972681103
237,0.579969248,0.083391474,0.252859157,0.047488801,0.010310369,0.260215952,0.056920573,0.248461367,0.040352308,1,0.457732842,0.367879882,0.701842207,0.710261075
238,0.598755226,0.147588167,0.109134538,0.186840637,0.060245006,0.175420395,0.191981314,0.092307511,0.036482432,1,0.691703048,0.578148455,0.834932005,0.215918032
239,0.530081017,0.080107747,0.00276598,0.254544385,0.119589462,0.050315803,0.247832654,0.091217478,0.15362649,1,0.580079386,0.382285406,0.733108047,0.716243643
240,0.528817103,0.169811793,0.135053513,0.086630711,0.162348672,0.134428789,0.048984945,0.200233577,0.062507999,1,0.801540396,0.689708074,0.742529558,0.59022166
241,0.694055774,0.085660156,0.25652331,0.096950968,0.200550765,0.043812694,0.101266023,0.003493097,0.211742988,1,0.073448544,0.962052541,0.012497961,0.483934866
242,0.485284369,0.23309786,0.19132008,0.04973033,0.130285935,0.201344655,0.028016914,0.078248753,0.087955474,1,0.37332009,0.921057152,0.874755177,0.410283879
243,0.668765956,0.064139974,0.144607949,0.121365686,0.137406569,0.041664881,0.182672686,0.051258747,0.256883508,1,0.62750857,0.45553879,0.404643049,0.33733264
244,0.471355613,0.138399125,0.17991047,0.243540441,0.041763374,0.216014423,0.104607845,0.005583193,0.07018113,1,0.368452756,0.167185071,0.741968436,0.746814535
245,0.409891545,0.220609669,0.208549324,0.056828104,0.128935415,0.060079945,0.091002368,0.117723897,0.116271279,1,0.163394743,0.659390633,0.283444687,0.410718602
246,0.558885367,0.157252768,0.260254149,0.146639257,0.119214138,0.032455317,0.039349797,0.076313649,0.168520924,1,0.848970574,0.059600484,0.982616892,0.034787702
247,0.507435357,0.213899844,0.013190474,0.073030036,0.18012635,0.124904922,0.111287886,0.047845057,0.23571543,1,0.508784797,0.376221025,0.896772017,0.521276403
248,0.406048008,0.238429182,0.010212119,0.169665256,0.035692308,0.024756477,0.072753074,0.177065136,0.271426448,1,0.614346971,0.199953325,0.025858488,0.847921155
249,0.673081694,0.192394242,0.042592353,0.136153923,0.033657095,0.126421838,0.123592421,0.193905605,0.151282522,1,0.877952946,0.271653432,0.956135646,0.364144418
250,0.87241793,0.131607808,0.241376239,0.056372923,0.067157902,0.009525432,0.096428174,0.179630935,0.217900589,1,0.711620309,0.867068252,0.753638004,0.904891788
251,0.355504031,0.063515,0.224001397,0.143052714,0.154371843,0.230787254,0.039097967,0.141053138,0.004120687,1,0.192878329,0.930359258,0.366973782,0.213100774
252,0.417618258,0.052576592,0.150308805,0.155863466,0.193843568,0.106294446,0.023787588,0.200396134,0.1169294,1,0.049993474,0.669127221,0.804038822,0.777524524
253,0.594490356,0.122594066,0.217845514,0.159430704,0.090336515,0.208168366,0.169280192,0.006615067,0.025729576,1,0.698706383,0.115905053,0.894533712,0.909606473
254,0.627555127,0.15746015,0.167082577,0.094938608,0.059523142,0.141589215,0.121525612,0.156451093,0.101429604,1,0.663093688,0.6238531,0.768378943,0.07551261
255,0.423579193,0.044889159,0.191976398,0.158123091,0.147575485,0.15404393,0.096768182,0.094615385,0.112008369,1,0.316787014,0.188955348,0.092431979,0.112894819
256,0.909658613,0.024466012,0.145701634,0.064910227,0.274274565,0.009305805,0.265065061,0.089193363,0.127083333,1,0.978319867,0.948789836,0.994250473,0.434695991
257,0.446942525,0.15467293,0.167279992,0.043558723,0.0825575,0.083525072,0.151806962,0.190335349,0.126263471,1,0.559677923,0.019985215,0.53493963,0.839051382
258,0.429634192,0.220854967,0.016530292,0.026352422,0.125220439,0.093494452,0.199016588,0.136978181,0.181552659,1,0.211406776,0.376286581,0.950623161,0.043766503
259,0.473937966,0.072960126,0.014558467,0.120086267,0.332746492,0.094597863,0.054554978,0.003984222,0.306511585,1,0.432971909,0.246543976,0.456503063,0.932001258
260,0.577808457,0.034380889,0.233263126,0.195688249,0.082177023,0.052139393,0.194089729,0.111274519,0.096987073,1,0.463257223,0.574130264,0.044016549,0.86439168
261,0.328196761,0.159338105,0.119084122,0.078670593,0.21811087,0.04846264,0.178491381,0.089941926,0.107900362,1,0.04741332,0.236428217,0.507902004,0.838564407
262,0.310050048,0.196442482,0.184096609,0.177059745,0.094142781,0.166791852,0.087040075,0.081483217,0.012943238,1,0.249674913,0.404864197,0.328447798,0.75959324
263,0.645442458,0.023381166,0.179279332,0.025038917,0.158180618,0.084370864,0.174701108,0.149032477,0.206015518,1,0.63975184,0.329510586,0.536449417,0.415157833
264,0.528003148,0.134834537,0.085582855,0.169985289,0.058619164,0.165511927,0.134671183,0.153014674,0.097780371,1,0.579789424,0.631736149,0.177657422,0.566128848
265,0.510908465,0.1892514,0.000224376,0.079162495,0.059528506,0.230570374,0.013992937,0.169287401,0.257982512,1,0.114861555,0.668604153,0.930027112,0.664860409
266,0.672545448,0.080842869,0.133650228,0.134970156,0.110558121,0.161158332,0.094000519,0.131095722,0.153724053,1,0.142043341,0.935942909,0.27467766,0.955623981
267,0.636204594,0.090035843,0.004998791,0.016384118,0.127690758,0.268390937,0.03231957,0.194432924,0.265747058,1,0.597945733,0.219920968,0.397361625,0.098582871
268,0.65824721,0.020435518,0.178635818,0.050382708,0.184541505,0.212092957,0.014105346,0.23704505,0.102761098,1,0.31452006,0.964577151,0.636836266,0.740968962
269,0.414283875,0.046374716,0.185228313,0.108071751,0.106813789,0.251282215,0.041652471,0.214490955,0.04608579,1,0.347304306,0.046650334,0.143639019,0.987167399
270,0.79462313,0.223221441,0.210194051,0.028295794,0.07965614,0.044438349,0.095278433,0.024334706,0.294581085,1,0.66167458,0.78225207,0.661668251,0.328023603
271,0.685083788,0.090041278,0.202492731,0.158472532,0.084374485,0.071622593,0.110204037,0.154634118,0.128158225,1,0.440911682,0.839055292,0.993876284,0.958885848
272,0.433986422,0.173290843,0.201487306,0.0752157,0.108708826,0.085825946,0.137325678,0.132401541,0.08574416,1,0.609321678,0.381269266,0.299498449,0.532418353
273,0.487960673,0.229155324,0.094024965,0.064307757,0.017608683,0.224401945,0.136370148,0.084048225,0.150082954,1,0.300682891,0.106045379,0.272454249,0.387737044
274,0.271346237,0.156060005,0.084753423,0.214655954,0.091377369,0.012963958,0.207610548,0.182200485,0.050378259,1,0.081578355,0.376682315,0.301016484,0.468791137
275,0.608564208,0.06371394,0.125404121,0.025617789,0.170416696,0.227752525,0.110442395,0.171681563,0.104970971,1,0.065344924,0.831499963,0.291937084,0.572391595
276,0.401357536,0.200019456,0.075961296,0.114555046,0.076250641,0.188874589,0.168471942,0.142137913,0.033729116,1,0.589822657,0.206734069,0.306836055,0.691822284
277,0.446273621,0.096355423,0.146779578,0.105309326,0.184080801,0.076309211,0.197792608,0.172983642,0.020389411,1,0.38074266,0.755745077,0.356066273,0.432089428
278,0.279901535,0.229450973,0.031180554,0.189873793,0.147197738,0.105656142,0.050743265,0.076449726,0.169447809,1,0.174882483,0.445926316,0.649887595,0.162921843
279,0.496760694,0.122476657,0.178043796,0.122351366,0.068285475,0.03330753,0.149569851,0.134417987,0.191547339,1,0.248678423,0.473056933,0.653318456,0.211770689
280,0.465381795,0.115944217,0.27295501,0.251629269,0.089249827,0.050923374,0.142390347,0.029732751,0.047175206,1,0.553137185,0.668622465,0.62847225,0.301546401
281,0.397475009,0.307856025,0.162170806,0.067908228,0.053768691,0.042938396,0.02582494,0.023244546,0.316288368,1,0.106956477,0.150696733,0.854547504,0.125483878
282,0.56096126,0.210632052,0.00170963,0.313626792,0.020321368,0.098237802,0.024707572,0.145917854,0.184846931,1,0.99226459,0.313766874,0.569294126,0.243090732
283,0.859702334,0.014394176,0.092612927,0.092951615,0.262574864,0.119855871,0.229034133,0.018226833,0.170349581,1,0.601554044,0.793146425,0.375447419,0.788280828
284,0.33153284,0.128169529,0.158583262,0.251168948,0.105408222,0.116717744,0.063465256,0.042490723,0.133996317,1,0.215862577,0.102124317,0.907551024,0.416363654
285,0.505569511,0.064483833,0.143330445,0.069648112,0.25128768,0.211419586,0.116154394,0.003850858,0.139825092,1,0.364751113,0.002243558,0.58125168,0.806509433
286,0.496298263,0.174755852,0.016676021,0.084805123,0.244145306,0.016173624,0.194944301,0.202133018,0.066366755,1,0.66222715,0.944104185,0.730824648,0.218999409
287,0.63042718,0.101582727,0.082844633,0.192158302,0.063026148,0.00882409,0.158034214,0.193138525,0.200391361,1,0.885657537,0.521096934,0.299769899,0.67493218
288,0.350867913,0.184546622,0.16815477,0.032637811,0.165078529,0.11248926,0.128408604,0.176791284,0.03189312,1,0.316172333,0.653427541,0.42387315,0.071250515
289,0.42783981,0.147859093,0.141552724,0.012753502,0.214853817,0.0938787,0.098244261,0.127382507,0.163475395,1,0.22415853,0.364705931,0.640945724,0.794997799
290,0.248018417,0.187402595,0.24738872,0.216451374,0.164968267,0.000145443,0.055594829,0.048357505,0.079691266,1,0.226559392,0.064738429,0.331477151,0.736222116
291,0.513240747,0.181823323,0.116791174,0.027669939,0.172776243,0.091052335,0.045531018,0.174215773,0.190140195,1,0.138323347,0.781062361,0.688820886,0.66318677
292,0.44190358,0.243712856,0.030649151,0.03442605,0.274678894,0.122400661,0.120436691,0.000488612,0.173207085,1,0.211443782,0.473143668,0.687780157,0.946680155
293,0.529361121,0.085289594,0.015458407,0.193000557,0.014495773,0.250288154,0.015488706,0.127786385,0.298192424,1,0.018095679,0.598995361,0.363880889,0.349327376
294,0.47289931,0.18251939,0.013941461,0.06021933,0.231296288,0.168435324,0.169100081,0.007672323,0.166815805,1,0.53720452,0.098568105,0.335566601,0.918553719
295,0.478970768,0.255067268,0.006586652,0.26200517,0.098389954,0.024806512,0.185038375,0.154502482,0.013603586,1,0.694682495,0.771854087,0.904325601,0.964798974
296,0.35436835,0.241461926,0.105822365,0.027107977,0.080236957,0.256179878,0.057054403,0.178163877,0.053972617,1,0.225216284,0.399436054,0.772579118,0.296733225
297,0.422149625,0.103844331,0.195449173,0.208397923,0.208736425,0.086727282,0.004684599,0.009557589,0.182602678,1,0.256442158,0.752382894,0.58183266,0.008623077
298,0.586767769,0.003080049,0.127118218,0.254990579,0.067298532,0.069897644,0.190518605,0.027955888,0.259140484,1,0.55158278,0.094477388,0.308549262,0.428437541
299,0.811444352,0.102137063,0.095679781,0.010673379,0.235272727,0.018122476,0.236850549,0.190236035,0.11102799,1,0.515501216,0.868804516,0.538937237,0.932942288
300,0.667429157,0.002604586,0.110233277,0.222663787,0.127404698,0.043579294,0.167220303,0.121100612,0.205193444,1,0.398083714,0.681945943,0.925308166,0.248787177
301,0.464232128,0.127263103,0.185845612,0.321280089,0.012441897,0.089152622,0.156786801,0.105001488,0.002228389,1,0.809039069,0.495152034,0.575560374,0.192013884
302,0.412219352,0.109056389,0.016679388,0.110437688,0.247296036,0.033647244,0.235826385,0.137807034,0.109249837,1,0.858868489,0.191432716,0.711033922,0.24039002
303,0.579654838,0.080418183,0.167768305,0.001555645,0.160500171,0.124746304,0.154073911,0.125349037,0.185588442,1,0.331108577,0.402139142,0.853979454,0.46748848
304,0.318754241,0.204388273,0.059830401,0.20072108,0.117417725,0.003487036,0.201770668,0.068398332,0.143986485,1,0.081372025,0.2941625,0.925746192,0.324639115
305,0.653428535,0.235537638,0.089816354,0.026445214,0.236560103,0.082004228,0.206890832,0.08317435,0.039571281,1,0.445406229,0.983285972,0.611210881,0.962871384
306,0.537952605,0.012326145,0.103487525,0.271128496,0.221551858,0.090737732,0.045013916,0.013784023,0.241970306,1,0.888242046,0.017105121,0.156418477,0.610296201
307,0.225221153,0.191661746,0.028676242,0.239882204,0.246013836,0.185098484,0.028271781,0.075300022,0.005095686,1,0.725318109,0.645498259,0.095981479,0.364816716
308,0.363067621,0.052578599,0.000559006,0.182368739,0.184722303,0.0286917,0.196207107,0.312528853,0.042343694,1,0.144373836,0.778491027,0.815593792,0.143913514
309,0.382049625,0.184117733,0.098176565,0.083455209,0.150301036,0.131016918,0.00721729,0.178676408,0.167038841,1,0.195632782,0.963068965,0.458387371,0.062966811
310,0.440217169,0.212595806,0.07061423,0.142750102,0.104536905,0.159257003,0.090999198,0.075426727,0.14382003,1,0.440293291,0.499575905,0.394841821,0.076862099
311,0.652445081,0.065242953,0.095481424,0.196797106,0.068725006,0.121297527,0.176811856,0.047515768,0.22812836,1,0.299205979,0.577284775,0.792763523,0.703512211
312,0.449795338,0.165241217,0.17766475,0.036258481,0.1291557,0.014704421,0.176754819,0.145407707,0.154812906,1,0.383898298,0.257726601,0.434831622,0.988002902
313,0.578397218,0.320477137,0.053519668,0.071454685,0.04427281,0.20386495,0.192431995,0.021589692,0.092389063,1,0.393525327,0.815644121,0.921454553,0.212539766
314,0.591256074,0.101452776,0.106520468,0.030638579,0.18848128,0.03006517,0.228068587,0.080311848,0.234461291,1,0.289132241,0.394193449,0.721063182,0.84649801
315,0.632227061,0.198140448,0.201566571,0.019241726,0.228891013,0.051417663,0.046861774,0.165650846,0.088229959,1,0.797516946,0.987529777,0.338238326,0.809695842
316,0.454874387,0.291622248,0.172743951,0.164500491,0.082839785,0.133956236,0.073757091,0.007507486,0.073072712,1,0.815254224,0.041193306,0.811050484,0.278608098
317,0.26557122,0.106897661,0.161299508,0.200337268,0.26306017,0.001125526,0.101575481,0.027576559,0.138127827,1,0.156150861,0.092544981,0.194458033,0.610872069
318,0.844693904,0.181367577,0.164768383,0.096520613,0.013827443,0.202897061,0.120308651,0.037352479,0.182957792,1,0.931073098,0.366734905,0.97701805,0.016475819
319,0.528384515,0.102245688,0.13041529,0.170957384,0.226218336,0.171896054,0.036168127,0.003245896,0.158853225,1,0.331978672,0.915603932,0.754442862,0.395174675
320,0.568514594,0.194049871,0.056169414,0.139947125,0.030642189,0.112407246,0.202844181,0.206757443,0.057182532,1,0.289463683,0.816793931,0.295599078,0.990954832
321,0.408493688,0.214278071,0.075818409,0.119653328,0.117119851,0.10100173,0.06222801,0.170126393,0.139774208,1,0.11140599,0.911048021,0.886427518,0.083857054
322,0.507646348,0.158392194,0.150195266,0.174731894,0.041637744,0.178577221,0.066216514,0.066087472,0.164161695,1,0.421768252,0.444298637,0.467069123,0.757122909
323,0.882203098,0.040135661,0.060637854,0.073677065,0.203216274,0.00553001,0.2025062,0.15736732,0.256929616,1,0.345688895,0.98586212,0.313932779,0.65420784
324,0.526642408,0.2387063,0.205631262,0.138321697,0.004541276,0.23348366,0.021619126,0.101718342,0.055978336,1,0.618423904,0.629634581,0.354445948,0.989420206
325,0.663602534,0.03752629,0.195083804,0.136457041,0.131298503,0.197822154,0.152247101,0.032918032,0.116647075,1,0.463166661,0.608614926,0.370424319,0.722503022
326,0.596283736,0.215166141,0.1504678,0.066979437,0.012079454,0.154976991,0.017961445,0.15191023,0.230458501,1,0.572556789,0.079152902,0.977990623,0.701938592
327,0.540602535,0.000109409,0.104535342,0.175818181,0.171195659,0.083837404,0.182814244,0.100604522,0.181085238,1,0.222110213,0.627110186,0.589805653,0.174580055
328,0.63511828,0.11762668,0.031520679,0.145897474,0.188303704,0.182645918,0.07460282,0.133621622,0.125781104,1,0.847871919,0.440512771,0.810144405,0.860383798
329,0.553950473,0.292061838,0.052902526,0.037178303,0.002220751,0.026411656,0.386190548,0.184720745,0.018313633,1,0.639215322,0.753721185,0.078025144,0.140439399
330,0.408906682,0.250021925,0.234222319,0.058459117,0.035670465,0.02400336,0.11657957,0.264680165,0.016363079,1,0.454229989,0.595364194,0.851142387,0.855139393
331,0.31431374,0.066916897,0.095268124,0.174561155,0.184505165,0.003388007,0.195162638,0.118271669,0.161926346,1,0.224557453,0.015587478,0.5977763,0.861429742
332,0.64970956,0.074691739,0.282724161,0.179445278,0.105043821,0.034413358,0.132299772,0.031823394,0.159558477,1,0.379935203,0.856478301,0.843703581,0.264202241
333,0.46450937,0.08649536,0.132598464,0.092180227,0.124020152,0.16490791,0.183947768,0.144082971,0.071767147,1,0.492915281,0.112405167,0.302107961,0.996366219
334,0.742196568,0.044954134,0.200510546,0.067817102,0.091041484,0.046076028,0.242256582,0.179486369,0.127857755,1,0.755561449,0.510667004,0.156508079,0.883334935
335,0.806133095,0.072686131,0.124788618,0.124205156,0.108937115,0.098911054,0.168687668,0.147716938,0.154067321,1,0.953128703,0.859995084,0.508162216,0.125704536
336,0.495855189,0.14170293,0.134129111,0.08138502,0.0294966,0.145131852,0.186877348,0.257092516,0.024184623,1,0.182362923,0.84475078,0.205560914,0.468139122
337,0.775758376,0.049800931,0.081444727,0.164113429,0.040745281,0.062061142,0.201620854,0.204053625,0.196160012,1,0.130144116,0.937884026,0.618779165,0.876245884
338,0.736171005,0.137285037,0.140129806,0.046874021,0.205061688,0.115712012,0.031056367,0.12118555,0.202695519,1,0.88321355,0.872561932,0.34754944,0.51876698
339,0.39662541,0.159508184,0.186540101,0.034298141,0.179378401,0.182343847,0.003579284,0.12207146,0.132280581,1,0.321718094,0.220304545,0.441080575,0.757479565
